group	harness	model	prompt_id	run	wall_sec	input_tokens	cache_read	output_tokens	total_tokens	stop_reason
claude	pi	github-copilot/claude-sonnet-4.5	p0-r1	4.427	3	4123	5	4131	stop
claude	claude	sonnet	p0-r1	2.083	3	19583	5	NA	end_turn
claude	pi	github-copilot/claude-sonnet-4.5	p1-r1	10.105	6	4458	160	7955	stop
claude	claude	sonnet	p1-r1	5.818	4	39188	165	NA	end_turn
claude	pi	github-copilot/claude-sonnet-4.5	p0-r2	1.627	3	4123	5	4131	stop
claude	claude	sonnet	p0-r2	2.407	3	19583	5	NA	end_turn
claude	pi	github-copilot/claude-sonnet-4.5	p1-r2	6.821	6	4442	48	7827	stop
claude	claude	sonnet	p1-r2	5.899	4	39188	160	NA	end_turn
